title,artist,year,spotify_url
Black Betty,Ram Jam,2008,https://open.spotify.com/track/4FFKYMQcqGIKLp4pJRdkbm
Rack City,Tyga,2012,https://open.spotify.com/track/21nFIDqoD1L7ELsprVSzOR
Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",2011,https://open.spotify.com/track/2m3MFqusgnmmUYRUXIemDC
If You Don't Mean It,Dean Geyer,2007,https://open.spotify.com/track/6obZ9LWYBVGjX7l8qrkmbV
Tell Me Something I Don't Know - Soundtrack,Selena Gomez,2008,https://open.spotify.com/track/1UXBbmjIrxjckrbv5EfSVT
Magic (feat. Rivers Cuomo),"B.o.B, Rivers Cuomo",2010,https://open.spotify.com/track/5uHYcK0nbEYgRaFTY5BqnP
Sex on Fire,Kings of Leon,2008,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45
Need You Now,Lady A,2010,https://open.spotify.com/track/7GAaTpSoTWUTbP2Yxlt4Hd
All The Small Things,blink-182,2005,https://open.spotify.com/track/5uAzuQcZEufbP3NamOy2dH
Scar Tissue,Red Hot Chili Peppers,1999,https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1
Girls Like (feat. Zara Larsson),"Tinie Tempah, Zara Larsson",2016,https://open.spotify.com/track/0rHVd8h0cFwgLgPFem6S60
Alive,Krewella,2012,https://open.spotify.com/track/2SHnUyZq0zwmvRIl4WY77G
Blue Monday '88,New Order,1994,https://open.spotify.com/track/31MOjWj3CT3dCQsMV2b8Wu
Perfect,Ed Sheeran,2017,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
Hideaway,Kiesza,2014,https://open.spotify.com/track/51tUT1gHE30GQPhn1agudM
Shallow,"Lady Gaga, Bradley Cooper",2018,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
Found What I've Been Looking For,Tom Grennan,2018,https://open.spotify.com/track/4Gw1SXoN1MlAmdM3J1NjmR
Bodies,Drowning Pool,2001,https://open.spotify.com/track/3xktQXIr1OD3ENc19viwDP
Funhouse,P!nk,2008,https://open.spotify.com/track/3JBhJEZUrP2dt3HcXaNxyz
On Top,"Flume, T-Shirt",2012,https://open.spotify.com/track/0lOEOflAkoqLcgp0jqshcZ
Trampoline,SHAED,2018,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk
Sit Next to Me,Foster The People,2017,https://open.spotify.com/track/4BdGO1CaObRD4La9l5Zanz
Up,Cardi B,2021,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
Right Now (Na Na Na),Akon,2008,https://open.spotify.com/track/1ARJhjuI6TNYZCxYygFQ4F
"Я очень рад, ведь я, наконец, возвращаюсь домой",Eduard Khil,2013,https://open.spotify.com/track/1mkJUZydDJCu8p09Ieqx40
Black Widow,"Iggy Azalea, Rita Ora",2014,https://open.spotify.com/track/3cLOKNlWYYxztX7baFxTXi
Hey Boys and Girls (Truth of the World Pt. 2),Evermore,2009,https://open.spotify.com/track/7cbzwT8UAoNSMrK0sm6ZtP
Push The Feeling On - Mk Mix 95,"Nightcrawlers, MK",1995,https://open.spotify.com/track/6KlfxIZBWVmKjrAV4Y2E5U
Lego House,Ed Sheeran,2011,https://open.spotify.com/track/3cBHUfts3KKLqXTo8U91pz
Move Bitch,"Ludacris, Mystikal, I-20",2002,https://open.spotify.com/track/0LyZGZEZcFqpeF8bAfx3v0
Nothing Else Matters,Metallica,1991,https://open.spotify.com/track/0nLiqZ6A27jJri2VCalIUs
Ice Ice Baby,Vanilla Ice,2008,https://open.spotify.com/track/3XVozq1aeqsJwpXrEZrDJ9
Viva La Vida,Coldplay,2008,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b
1-800-273-8255,"Logic, Alessia Cara, Khalid",2017,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",2017,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
Creep,Radiohead,1993,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r
Just A Little,Liberty X,2002,https://open.spotify.com/track/1IMbmQCnl3h4m8NXqKee0g
You Can Call Me Al,Paul Simon,1986,https://open.spotify.com/track/0qxYx4F3vm1AOnfux6dDxP
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",2016,https://open.spotify.com/track/3YlrH4ydAKkxuej6F4Nnkl
You Make My Dreams (Come True),Daryl Hall & John Oates,2001,https://open.spotify.com/track/7HX9f8AMBl0vQxAoAzLqhS
Forever Young,Youth Group,2007,https://open.spotify.com/track/3tFECpGckFpp0HpQje78gi
Poison - New Main Version,Nicole Scherzinger,2011,https://open.spotify.com/track/0Tyv7iJOV8JD35Vf9lXK54
Hot N Cold,Katy Perry,2008,https://open.spotify.com/track/1ulXmqjktxSdrdT1bzc69H
Hold Back The River,James Bay,2015,https://open.spotify.com/track/1KZyVnyptQcPzkx7ELCnZC
Chase the Sun,Planet Funk,2021,https://open.spotify.com/track/4nAHYNRKNDLnLBLi5bIGwa
Wicked Game,Chris Isaak,2012,https://open.spotify.com/track/0AQZrjxG2LuWps3nSueqZ7
Rasputin,"Majestic, Boney M.",2021,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
My Way (feat. Monty),"Fetty Wap, Monty",2015,https://open.spotify.com/track/7KFEIFuxnRRIRqN065WKTu
Black,Pearl Jam,1991,https://open.spotify.com/track/5Xak5fmy089t0FYmh3VJiY
Circus,Britney Spears,2008,https://open.spotify.com/track/7jk7gqyEonmVVYahZN5zhW
Firework,Katy Perry,2012,https://open.spotify.com/track/4lCv7b86sLynZbXhfScfm2
Sorry Not Sorry,Demi Lovato,2017,https://open.spotify.com/track/7gvd8xj4QgPqbQSsn5pV7d
My Name Is,Eminem,2005,https://open.spotify.com/track/4rc9kQ6qyssElIccFJgbJb
Hey Hey Hey (Pop Another Bottle) - Video Edit,"Laurent Wery, Swift K.I.D., Dev",2012,https://open.spotify.com/track/18X90CAmDyrJzaXi20rVDP
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",2020,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
Rock Lobster,The B-52's,1979,https://open.spotify.com/track/2Q5wSOwq6BDSu7sSVMNrtT
Reminds Me Of You,"LMFAO, Calvin Harris",2011,https://open.spotify.com/track/67rng1rPBbNy6yZAaNO3u5
Heart of Courage,"Thomas Bergersen, Two Steps from Hell",2010,https://open.spotify.com/track/4JtvyWkWQTPVcroZf8JJkp
Hope,"Twista, Faith Evans",2004,https://open.spotify.com/track/7IP8IvUuHshugIKiHmhdD2
Magenta Riddim,DJ Snake,2018,https://open.spotify.com/track/4BiiDQtijdt0WdtiyIPhnO
Dessert,Dawin,2015,https://open.spotify.com/track/1tYt8PbpbeTuqsNmprAZYY
Harlem Shake,Baauer,2013,https://open.spotify.com/track/01XFgRZfZI7oBagNf1Loml
Roses,"The Chainsmokers, ROZES",2015,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z
Tiny Dancer,Elton John,1971,https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO
Semi-Charmed Life,Third Eye Blind,1997,https://open.spotify.com/track/42et6fnHCw1HIPSrdPprMl
Lift Yourself,Kanye West,2018,https://open.spotify.com/track/3uYDO9dPLTVrgfwg7EYXSf
Jump - 2015 Remaster,Van Halen,1984,https://open.spotify.com/track/7N3PAbqfTjSEU1edb2tY8j
Wild,"Jessie J, Big Sean, Dizzee Rascal",2013,https://open.spotify.com/track/51bFvTYoILdgJwoIFKTVw0
Just Dance,"Lady Gaga, Colby O'Donis",2008,https://open.spotify.com/track/6HkjpGIOHv4y0IBAxUbE5z
Hello,Lionel Richie,1983,https://open.spotify.com/track/6HMvJcdw6qLsyV1b5x29sa
Rain Over Me (feat. Marc Anthony),"Pitbull, Marc Anthony",2011,https://open.spotify.com/track/2cZrrQMjB63c0iIugYH9zS
Milkshake - Radio Mix,Kelis,2003,https://open.spotify.com/track/2s0ouHqJebHfiQ6C1GUFJd
Bohemian Like You,The Dandy Warhols,2000,https://open.spotify.com/track/0yEhNqCwEfy8LHUmnZoHpP
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,1976,https://open.spotify.com/track/7nemcVsXVFZF01iqpIIo2Y
This Is Who I Am,Vanessa Amorosi,2010,https://open.spotify.com/track/6xs7wwn8QxysTeAO1ZOnGV
Baby Did A Bad Bad Thing,Chris Isaak,2012,https://open.spotify.com/track/61AltHKLh0PvBCE0TW39Rn
Maniac,Michael Sembello,1983,https://open.spotify.com/track/1xPSDf8z4dH46gkvlLtvDO
Fade Into Darkness - Vocal Radio Mix,Avicii,2011,https://open.spotify.com/track/0utR47mwVxzobWJqPIgEl2
Message In A Bottle - Remastered 2003,The Police,1979,https://open.spotify.com/track/3bN4tg6rnNPy9GCkGhym4T
Touch,Noiseworks,1988,https://open.spotify.com/track/5xdNnwxTSrtgBkdqKKx4gl
Show Stopper,Danity Kane,2006,https://open.spotify.com/track/6AeuCzii0wNPI333OhXHEs
Tsunami,"DVBBS, Borgeous",2014,https://open.spotify.com/track/6ncY8ZU9DIHNP53X3oR7Qk
Good Vibrations,"Marky Mark And The Funky Bunch, Loleatta Holloway",1991,https://open.spotify.com/track/5hWdgGVcfTeLPAiHM6EZG9
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
Before You Go,Lewis Capaldi,2019,https://open.spotify.com/track/7ce20yLkzuXXLUhzIDoZih
Back On 74,Jungle,2023,https://open.spotify.com/track/19kHhX6f6EfLU7rcO3RqjO
Santa Monica,Everclear,1995,https://open.spotify.com/track/37EJtTS7jT5WUyXGZzrwnI
Physical,Dua Lipa,2020,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
Let's Get Ridiculous,Redfoo,2013,https://open.spotify.com/track/1RDC0WTDUtjLqoO3C82JsQ
Plug Walk,Rich The Kid,2018,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
"Take Me Home, Country Roads - Rerecorded",John Denver,1997,https://open.spotify.com/track/2xYlyywNgefLCRDG8hlxZq
Stay With Me,Sam Smith,2015,https://open.spotify.com/track/62NVyyEBiRxGae3SeB97nl
#1Nite (One Night),Cobra Starship,2011,https://open.spotify.com/track/7DMmI7O1QcWQxiamDzzTFh
Set It Off,Timomatic,2012,https://open.spotify.com/track/0Q91cgw4SYxKrXvTh6FRxc
The Longest Road (feat. Lissie) - Deadmau5 Remix Edit,"Morgan Page, Lissie",2008,https://open.spotify.com/track/0cP5GxZrtKCRQu7cbOqsBe
This Is Who I Am,Vanessa Amorosi,2009,https://open.spotify.com/track/2rABlfAnp5ec2yZPcFRwL8
Outta Your Mind,"Lil Jon, LMFAO",2010,https://open.spotify.com/track/2ROysjqdmEwuGeqOhdEvq7
Love Song,Sara Bareilles,2007,https://open.spotify.com/track/4E6cwWJWZw2zWf7VFbH7wf
Fire Burning,Sean Kingston,2009,https://open.spotify.com/track/2oENJa1T33GJ0w8dC167G4
Thnks fr th Mmrs,Fall Out Boy,2007,https://open.spotify.com/track/3Zwu2K0Qa5sT6teCCHPShP
High Beams,"Flume, HWLS, slowthai",2019,https://open.spotify.com/track/5JivFvyCCaznVexlRLpZqK
When I Get You Alone - Radio Edit,Thicke,2019,https://open.spotify.com/track/5xeEMiZdQGDUPxvWLx62YC
Blank Space,Taylor Swift,2014,https://open.spotify.com/track/580t2NTEMOuCHV1sN3uhyD
tous les mêmes,Stromae,2013,https://open.spotify.com/track/5XZyIOvleZYTh0DD399M90
Bump n' Grind,R. Kelly,2010,https://open.spotify.com/track/7Gmq99GlNMvkoX1SbHKqMd
Under Pressure - Remastered 2011,"Queen, David Bowie",1991,https://open.spotify.com/track/2aSFLiDPreOVP6KHiWk4lF
Lovely Day,Bill Withers,1977,https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh
Heavy Cross,Gossip,2007,https://open.spotify.com/track/48eUcHz6HlIXU8tVdv9Lk1
Payphone,"Maroon 5, Wiz Khalifa",2021,https://open.spotify.com/track/1LmN9SSHISbtp9LoaR5ZVJ
Freaks,Surf Curse,2015,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
Don't Stop The Music,Rihanna,2008,https://open.spotify.com/track/0ByMNEPAPpOR5H69DVrTNy
Electricity,"Silk City, Dua Lipa, Mark Ronson, Diplo",2018,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
Mind Playing Tricks on Me,Geto Boys,1991,https://open.spotify.com/track/63BokRfXSQhEU6Qi2dSJpZ
I Got You,Split Enz,1980,https://open.spotify.com/track/6GDsiYn5LvddnJjkJ2H0p5
Tonight Tonight,Hot Chelle Rae,2011,https://open.spotify.com/track/6urcncCIJjypIdKCDqZT82
Duncan - 1998 Remaster,Slim Dusty,2003,https://open.spotify.com/track/2EnHSj3GZ0pr7S3fka1zcf
Baker Street,Gerry Rafferty,1978,https://open.spotify.com/track/5gOd6zDC8vhlYjqbQdJVWP
Applause,Lady Gaga,2013,https://open.spotify.com/track/5ka2ajep9OAvU5Sgduhiex
Despre Tine - Original Album Version,O-Zone,2009,https://open.spotify.com/track/45UamTSgIVQgvcLhYrCT7J
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",2012,https://open.spotify.com/track/2V65y3PX4DkRhy1djlxd9p
Live It Up,"360, PEZ",2014,https://open.spotify.com/track/4UlbeGdNXJlRzpFbbeqtsD
Give Me Love,Ed Sheeran,2011,https://open.spotify.com/track/0SuG9kyzGRpDqrCWtgD6Lq
Fire and the Flood,Vance Joy,2015,https://open.spotify.com/track/7LI1qAsZiRaIpSA7FaWLXa
Can't Feel My Face,The Weeknd,2015,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
V. 3005,Childish Gambino,2013,https://open.spotify.com/track/7KBRrsHVatf3UtagDOS9tY
Sticky,Drake,2022,https://open.spotify.com/track/4rmVZajAF7PkrCagGPHbqa
Yellow,Coldplay,2000,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
What's My Scene? - 2005 Digital Remaster,Hoodoo Gurus,2017,https://open.spotify.com/track/6rd2Urp1x8x4k7pyhgtv1c
Secrets,"Regard, RAYE",2020,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
Human,Rag'n'Bone Man,2017,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
Alive,Pearl Jam,1991,https://open.spotify.com/track/1L94M3KIu7QluZe63g64rv
Believe,Cher,1998,https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR
Unwell,Matchbox Twenty,2013,https://open.spotify.com/track/3P0DZ53GdMzwP3brAHaMkU
Get Stupid,Aston Merrygold ,2015,https://open.spotify.com/track/3oEahTLa8DOXmE1N1WRYzt
The Monster,"Eminem, Rihanna",2013,https://open.spotify.com/track/5U8hKxSaDXB8cVeLFQjvwx
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground",2010,https://open.spotify.com/track/2Cd9iWfcOpGDHLz6tVA3G4
Stuck On a Feeling (feat. Snoop Dogg),"Prince Royce, Snoop Dogg",2015,https://open.spotify.com/track/1IDF4jYiuI17U4BW23EoXV
Good Girls Bad Guys,Falling In Reverse,2011,https://open.spotify.com/track/78ML3F5Lz3KiNkpnFAaR3q
Real Gone,Sheryl Crow,2006,https://open.spotify.com/track/0JUaqijY6i3hBzOdHGMP9j
Partition,Beyoncé,2014,https://open.spotify.com/track/5hgnY0mVcVetszbb85qeDg
Eenie Meenie,"Sean Kingston, Justin Bieber",2010,https://open.spotify.com/track/4vVTI94F9uJ8lHNDWKv0i2
Boneless,"Steve Aoki, Chris Lake, Tujamo",2013,https://open.spotify.com/track/4qPnE8jBZN3wmgGxspsOcP
How Soon Is Now? - 2011 Remaster,The Smiths,1984,https://open.spotify.com/track/1YrnDTqvcnUKxAIeXyaEmU
Hard,"Rihanna, Jeezy",2009,https://open.spotify.com/track/3XcCfweqtfMbZNbM7Mq0gg
Just Lose It,Eminem,2005,https://open.spotify.com/track/6v6WjsyLdY189IewecL2x7
I Ain't Worried,OneRepublic,2022,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB
That's the Way (I Like It) - Edit,KC & The Sunshine Band,1998,https://open.spotify.com/track/3P2zU7fEjnZRunH124QnJL
Be Mine,Ofenbach,2016,https://open.spotify.com/track/2KklXplRtxMsBYo474Es0w
Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",2018,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
FRIENDS,"Marshmello, Anne-Marie",2018,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
Impossible,Shontelle,2010,https://open.spotify.com/track/4AdyioXG4NE2jPFnwbRbJm
Get Up (Rattle),"Bingo Players, Far East Movement",2013,https://open.spotify.com/track/1zYsvExrADZ5L7Epqd5J6D
God Only Knows,MKTO,2014,https://open.spotify.com/track/6ZeDrQis0fe9cuipK35Nnw
The Salmon Dance,The Chemical Brothers,2007,https://open.spotify.com/track/3vRYtf5xgPrYeVzAmqvzTd
Eatin' Pussy/Kickin' Ass,Wheeler Walker Jr.,2016,https://open.spotify.com/track/0nJzekxLI0x35YtKg0FdZ2
"Back in Time - featured in ""Men In Black 3""",Pitbull,2012,https://open.spotify.com/track/42B7tsc3N17lBufA1tcTWa
Levels - Radio Edit,Avicii,2011,https://open.spotify.com/track/5QjJgPU8AJeickx34f7on6
The Middle,Jimmy Eat World,2001,https://open.spotify.com/track/5kD9T7GForh8LnRz5ClbL8
Rumors,Lindsay Lohan,2004,https://open.spotify.com/track/3KnjerEPMolLapVo2wdgz6
Lily's Theme,Alexandre Desplat,2011,https://open.spotify.com/track/4rOZRpsGz3eZxTYabaRLtn
Drive,Incubus,1999,https://open.spotify.com/track/73fzhVcs7n1wZz84eoE2vs
Drive By,Train,2012,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9
Georgia,Vance Joy,2014,https://open.spotify.com/track/1MHXTAtfqlRNkGv5g6Ca6q
2055,Sleepy Hallow,2021,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
Treat You Better,Shawn Mendes,2016,https://open.spotify.com/track/76t5B0ttSAje5KHmQbv88t
Rock the Casbah - Remastered,The Clash,1982,https://open.spotify.com/track/56KqaFSGTb7ifpt16t5Y1N
Livin' la Vida Loca,Ricky Martin,1999,https://open.spotify.com/track/0Ph6L4l8dYUuXFmb71Ajnd
Superstar,Jamelia,2003,https://open.spotify.com/track/14gGPianAaHH0Os9l033sY
California Gurls,"Katy Perry, Snoop Dogg",2012,https://open.spotify.com/track/6tS3XVuOyu10897O3ae7bi
Take My Breath - Single Version,The Weeknd,2021,https://open.spotify.com/track/6OGogr19zPTM4BALXuMQpF
On the Road Again,Willie Nelson,1988,https://open.spotify.com/track/2GyH5rvdnfkjzsTFaWrrov
Bonfire,Childish Gambino,2011,https://open.spotify.com/track/799f6Ih1Pu4AUApMyXhxUc
Rapunzel,Drapht,2011,https://open.spotify.com/track/6IjeDgkEfact4RDxnq4s9n
"Hey, Soul Sister",Train,2009,https://open.spotify.com/track/0KpfYajJVVGgQ32Dby7e9i
You,Nathaniel,2015,https://open.spotify.com/track/24Pm1e0npSApkFfHVHie5f
The Last Day on Earth,Kate Miller-Heidke,2008,https://open.spotify.com/track/6qTmjG7thRJEOaUKFmfjGR
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,"Swedish House Mafia, Tinie Tempah",2010,https://open.spotify.com/track/7gWSWDBriMK7YKefAe4NMP
Best Day Of My Life - Single Version,American Authors,2014,https://open.spotify.com/track/6RxO08wzUmlE1sBc1bNZNW
goosebumps,Travis Scott,2016,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
Memories,Maroon 5,2019,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
We Own It (Fast & Furious),"2 Chainz, Wiz Khalifa",2013,https://open.spotify.com/track/5DD9jE8Z3LvpVn2TxknJyX
Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,1971,https://open.spotify.com/track/4OTw5splgMdlYklwHMHxLK
The Kids Aren't Alright,The Offspring,1998,https://open.spotify.com/track/4EchqUKQ3qAQuRNKmeIpnf
Come on Aussie,Frankie Davidson,2008,https://open.spotify.com/track/5ClOvRCoYJDDZqSiRsOa6m
It's My Life,No Doubt,2003,https://open.spotify.com/track/1OutzYv6YiN93lrT3pJsWR
September,"Earth, Wind & Fire",1992,https://open.spotify.com/track/5nNmj1cLH3r4aA4XDJ2bgY
Cold (feat. Future),"Maroon 5, Future",2018,https://open.spotify.com/track/2NlTOhsAamXOaZciOXbITb
Get Low,"Dillon Francis, DJ Snake",2014,https://open.spotify.com/track/5cNAXdmcLBckABGuNhxE37
Panama - 2015 Remaster,Van Halen,1984,https://open.spotify.com/track/05RgAMGypEvqhNs5hPCbMS
Chandelier,Sia,2014,https://open.spotify.com/track/2i8EtsynIudUUaLPUkO6rJ
I Believe I Can Fly,R. Kelly,1998,https://open.spotify.com/track/2RzJwBCXsS1VnjDm2jKKAa
Sunroof,"Nicky Youre, hey daisy",2021,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",2013,https://open.spotify.com/track/3W2ZcrRsInZbjWylOi6KhZ
Run Boy Run,Woodkid,2013,https://open.spotify.com/track/2YhapA5E1qTZ1Ykw9Y86ql
My Own Worst Enemy,Lit,1999,https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z
The Anthem,"Pitbull, Lil Jon",2007,https://open.spotify.com/track/6TVhP2a7ESba4pR5ePflRw
Khe Sanh,Cold Chisel,2011,https://open.spotify.com/track/04MGO8KdFKUcqQY3qVX0U4
Chop Suey!,System Of A Down,2001,https://open.spotify.com/track/5V3mdRI2yQxbSsJGDPc5lD
International Love (feat. Chris Brown),"Pitbull, Chris Brown",2011,https://open.spotify.com/track/62zFEHfAYl5kdHYOivj4BC
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,"Mario Winans, Enya, Diddy",2016,https://open.spotify.com/track/2yr2HnFYl7XvqJk4fXoQBt
When I Was Your Man,Bruno Mars,2012,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh
Saturday Sun,Vance Joy,2018,https://open.spotify.com/track/5qnqVH96GFq3Qo71lEkFT5
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
Cotton Eye Joe,Rednex,1995,https://open.spotify.com/track/0Jg602cHeMCnPez9baacIe
I Love Rock 'n' Roll,The Black Jets,2010,https://open.spotify.com/track/0p20xyAdYkaxAPWdXr0sir
When A Fire Starts To Burn,Disclosure,2013,https://open.spotify.com/track/7cyUppcNj7ojpzPlB0CPW9
"Fallin' - Original Song from the TV Series ""The Secret Daughter""",Jessica Mauboy,2017,https://open.spotify.com/track/4sOT0ksc174RY6GJUu8Wjy
Send Me On My Way,Rusted Root,2005,https://open.spotify.com/track/4yshHBPp0MoVynV1sMCKV3
Wet Dreamz,J. Cole,2014,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
Motor's Too Fast,James Reyne,1992,https://open.spotify.com/track/3MQoSgLK3svGERAwM5bLYS
Sundream,RÜFÜS DU SOL,2013,https://open.spotify.com/track/0PHWXLXOQXGlyUGq7woVFZ
Robot Rock,Daft Punk,2005,https://open.spotify.com/track/7LL40F6YdZgeiQ6en1c7Lk
in heat.,Hentai Xander,2021,https://open.spotify.com/track/6T3sH1EuBMijU1MHe2WFJt
Disco Inferno,50 Cent,2005,https://open.spotify.com/track/69bHJ9qs5FrUJbKP8xU8uZ
Bonfire,Knife Party,2012,https://open.spotify.com/track/0QIYINh2AwmOmdu8CRYvlw
I Like Me Better,Lauv,2017,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
Wop (Official Version),J. Dash,2010,https://open.spotify.com/track/3zbnvxvqV5lL4Vq0FznWsX
Dynamite,Taio Cruz,2010,https://open.spotify.com/track/1DqdF42leyFIzqNDv9CjId
Wannabe,Spice Girls,1996,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
Snap Yo Fingers,"Lil Jon, E-40, Sean Paul",2006,https://open.spotify.com/track/6o3s08kk2fQI37vxGZDrJ1
Animals - Radio Edit,Martin Garrix,2013,https://open.spotify.com/track/4oiwzl01mQDqRWFIa7VI3d
Closer To The Edge,Thirty Seconds To Mars,2009,https://open.spotify.com/track/0UZwcRQAk4QR09HtGRZhYC
M to the B,Millie B,2020,https://open.spotify.com/track/1meosvrJFk4xXo1HwUIasC
Because of You,Kelly Clarkson,2004,https://open.spotify.com/track/0gJvqi9QyASOCtJu99tytc
Do It Again,"Pia Mia, Chris Brown, Tyga",2015,https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi
Jump Around,House Of Pain,1992,https://open.spotify.com/track/2oTDOIAdsxPTE7yAp4YOcv
Shut Up and Let Me Go,The Ting Tings,2007,https://open.spotify.com/track/37QOvoAg1EC0PgWnfMrRmi
This Is Your Night,Amber,1996,https://open.spotify.com/track/6YX75Ps2XsWn9dOzwbqmNV
God's Plan,Drake,2018,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
Slow Hands,Niall Horan,2017,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
Ghostbusters,Ray Parker Jr.,2010,https://open.spotify.com/track/0sTHEo24E8LxasEkSnpUkx
Dreamscape,009 Sound System,2010,https://open.spotify.com/track/5fp6m6Zo4LetiWaMMrPjy5
I'm Not Alone - Radio Edit,Calvin Harris,2009,https://open.spotify.com/track/07POri5O6Xu0aVZzlvOcpy
LEFT TO RIGHT (Extended Mix),Odd Mob,2022,https://open.spotify.com/track/332a3zUXMTvNQncz3t1lWI
Burn Your Name,Powderfinger,2009,https://open.spotify.com/track/6xPjMFdFPl5HYDyXWV8iFa
One Call Away,Charlie Puth,2016,https://open.spotify.com/track/37R0bQOQj5a7DOqh1TGzvB
"Non, je ne regrette rien",Édith Piaf,1987,https://open.spotify.com/track/3dkIE8P7hvl3tHl9KSb6dA
Turn All the Lights On (feat. Ne-Yo),"T-Pain, Ne-Yo",2011,https://open.spotify.com/track/5Ue25r0VGvZR7vaw3iB0gZ
Love Yourself,Justin Bieber,2015,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
Don’t Go (with Justin Bieber & Don Toliver),"Skrillex, Justin Bieber, Don Toliver",2021,https://open.spotify.com/track/55sgQENF3LY1sUcJUwasLl
Walk Like an Egyptian,The Bangles,1986,https://open.spotify.com/track/5ZEKq8JRtVVXZXEZ9eI9Wf
"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",2016,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
Stunnin' (feat. Harm Franklin),"Curtis Waters, Harm Franklin",2020,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
What You Know Bout Love,Pop Smoke,2020,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
Big Booty Bitches (Original Mix),Bombs Away,2010,https://open.spotify.com/track/3wGuFtPYSWotPclWzN6qMU
Sorry,Justin Bieber,2015,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
Change Your Life,Little Mix,2012,https://open.spotify.com/track/1nDQ9EvOmLj1dYKRbbqcoU
Money Trees,"Kendrick Lamar, Jay Rock",2012,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
